naive,seq2,20.0
naive,seq3139,21.0
seq2,None1,0.1
seq2,None2,0.1
seq2,None3,0.1
seq2,None4,0.1
seq2,None5,0.1
seq2,None6,0.1
seq2,seq1455,1.0
seq2,None7,0.1
seq2,None8,0.1
seq2,None9,0.1
seq2,None10,0.1
seq2,seq1882,1.0
seq2,seq1878,10.0
seq2,seq12890,10.0
seq2,seq2604,11.0
seq2,seq997,15.0
None1,seq103,0.9
None1,seq5311,0.9
seq103,seq10542,15.0
seq103,seq9785,23.0
None2,seq696,0.9
None2,seq3311,0.9
None3,seq8992,0.9
None3,seq2243,0.9
None4,seq6355,0.9
None4,seq5118,0.9
None4,seq17535,0.9
seq5118,seq10631,11.0
None5,seq883,0.9
None5,seq2948,0.9
None6,seq876,0.9
None6,seq581,0.9
None6,seq35708,0.9
None7,seq387,0.9
None7,seq1817,0.9
None7,seq2425,0.9
None7,seq3216,0.9
seq2425,seq18788,10.0
seq18788,seq190,3.0
seq190,seq4295,11.0
None8,seq2110,0.9
None8,seq3430,0.9
None8,seq8614,0.9
seq8614,seq8258,1.0
None9,seq717,0.9
None9,seq209,0.9
None10,seq2703,0.9
None10,seq648,0.9
None10,seq12823,0.9
seq1878,seq2432,6.0
seq1878,seq340,7.0
seq2432,seq4024,1.0
seq12890,seq313,3.0
