naive,seq709,13.0
seq709,None1,0.1
None1,seq2,0.9
None1,seq13368,0.9
None1,seq109,0.9
seq2,None2,0.1
seq2,None3,0.1
seq2,None4,0.1
seq2,None5,0.1
seq2,None6,0.1
seq2,None7,0.1
seq2,None8,0.1
seq2,None9,0.1
seq2,None10,0.1
seq2,None11,0.1
seq2,None12,0.1
seq2,None13,0.1
seq2,None14,0.1
seq2,seq2434,10.0
None2,seq1154,0.9
None2,seq6432,0.9
None2,seq2181,0.9
None2,seq789,0.9
None3,seq522,0.9
None3,seq17984,0.9
None3,seq10733,0.9
None3,seq16443,0.9
None4,seq1659,0.9
None4,seq434,0.9
None4,seq4648,0.9
None4,seq12152,0.9
None4,seq10904,0.9
None5,seq488,0.9
None5,seq2966,0.9
None5,seq4048,0.9
None5,seq4783,0.9
None5,seq52582,0.9
None5,seq3762,0.9
None6,seq890,0.9
None6,seq20104,0.9
None6,seq163,0.9
None6,seq5687,0.9
None6,seq6025,0.9
None7,seq889,0.9
None7,seq10085,0.9
None7,seq3414,0.9
None7,seq1146,0.9
None8,seq376,0.9
None8,seq506,0.9
None8,seq4903,0.9
None8,seq3087,0.9
None8,seq6921,0.9
None8,seq21155,0.9
None9,seq580,0.9
None9,seq1161,0.9
None9,seq6810,0.9
None9,seq11284,0.9
None9,seq4725,0.9
None9,seq5324,0.9
None9,seq14663,0.9
None10,seq157,0.9
None10,seq8836,0.9
None10,seq2028,0.9
None10,seq9022,0.9
None10,seq6622,0.9
None10,seq27161,0.9
None11,seq3286,0.9
None11,seq11721,0.9
None11,seq2203,0.9
None11,seq16810,0.9
None11,seq3804,0.9
None12,seq1443,0.9
None12,seq4733,0.9
None12,seq17555,0.9
None12,seq5702,0.9
None13,seq12513,0.9
None13,seq7868,0.9
None13,seq26396,0.9
None14,seq4224,0.9
None14,seq8071,0.9
None14,seq46673,0.9
None14,seq1891,0.9
