naive,seq1171,17.0
seq1171,seq2962,14.0
seq2962,seq9,1.0
seq9,seq195,1.0
seq9,seq144,1.0
seq9,seq1327,1.0
seq9,seq35,1.0
seq9,seq4459,1.0
seq9,seq3933,1.0
seq9,seq1557,1.0
seq9,seq1672,1.0
seq9,seq790,1.0
seq9,seq3657,1.0
seq9,seq6330,1.0
seq9,seq498,1.0
seq9,seq2578,1.0
seq9,seq7392,1.0
seq9,seq3605,1.0
seq9,seq909,1.0
seq9,seq6125,1.0
seq9,seq5425,1.0
seq9,seq1243,1.0
seq9,seq4632,1.0
seq9,seq9773,1.0
seq9,seq934,1.0
seq9,seq2678,1.0
seq9,seq4891,1.0
seq9,seq6626,1.0
seq9,seq3601,1.0
seq9,seq4059,1.0
seq9,seq159,1.0
seq9,seq4655,1.0
seq9,seq595,1.0
seq9,seq7288,1.0
seq9,seq1222,1.0
seq9,seq7452,1.0
seq9,seq7254,1.0
seq9,seq3547,1.0
seq9,seq3986,1.0
seq9,seq11484,1.0
seq9,seq74,1.0
seq9,seq2676,1.0
seq9,seq4216,1.0
seq9,seq6643,1.0
seq9,seq7911,1.0
seq9,seq3307,1.0
seq9,seq4412,1.0
seq9,seq1848,1.0
seq9,seq7701,1.0
seq9,seq15488,1.0
seq9,seq36857,1.0
seq9,seq5647,1.0
seq9,seq24590,1.0
seq9,seq1726,1.0
seq9,seq4533,1.0
seq9,seq5591,1.0
seq9,seq17063,1.0
seq9,seq17409,1.0
seq9,seq21995,1.0
seq9,seq13121,1.0
seq9,seq4236,1.0
seq9,seq7049,1.0
seq9,seq670,1.0
seq9,seq6817,1.0
seq9,seq24400,1.0
seq9,seq3550,1.0
seq9,seq12982,1.0
seq9,seq3653,1.0
seq9,seq8107,1.0
seq9,seq21056,1.0
seq9,seq37066,1.0
seq9,seq44903,1.0
seq9,seq11363,1.0
seq9,seq13789,1.0
seq9,seq15985,1.0
seq9,seq21318,1.0
seq9,seq127,8.0
seq127,seq1632,1.0
seq127,seq31118,1.0
seq127,seq5280,1.0
