naive,seq20,19.0
naive,seq14282,28.0
seq20,seq619,1.0
seq20,seq302,1.0
seq20,seq27,1.0
seq20,seq1843,1.0
seq20,seq16003,1.0
seq20,seq10561,1.0
seq20,seq4795,1.0
seq20,seq915,1.0
seq20,seq8547,1.0
seq20,seq9023,1.0
seq20,seq38,1.0
seq20,seq712,1.0
seq20,seq6993,1.0
seq20,seq8536,1.0
seq20,seq28636,1.0
seq20,seq13032,1.0
seq20,seq11234,1.0
seq20,seq6716,1.0
seq20,seq5073,1.0
seq20,seq4248,1.0
seq20,seq875,1.0
seq20,seq904,1.0
seq20,seq16381,1.0
seq20,seq5688,5.0
seq619,seq9774,1.0
seq5688,seq3458,2.0
seq5688,seq5512,2.0
seq5688,seq10450,2.0
seq5688,seq5148,2.0
seq5688,seq38892,2.0
seq5148,seq1764,3.0
seq14282,seq7938,6.0
seq14282,seq10,13.0
seq14282,seq1649,19.0
seq1649,seq4972,2.0
seq1649,seq15878,2.0
seq1649,seq18569,2.0
seq1649,seq7,3.0
seq1649,seq47,14.0
seq7,seq1239,1.0
seq7,seq1769,1.0
seq7,seq170,1.0
seq7,seq3008,1.0
seq7,seq19,1.0
seq7,seq1327,1.0
seq7,seq1699,1.0
seq7,seq3122,1.0
seq7,seq6754,1.0
seq7,seq6883,1.0
seq7,seq17098,1.0
seq7,seq3970,1.0
seq7,seq7182,1.0
seq7,seq4855,1.0
seq7,seq4449,1.0
seq7,seq11801,1.0
seq7,seq5124,1.0
seq7,seq1534,1.0
seq7,seq7948,1.0
seq7,seq26045,1.0
seq7,seq1233,1.0
seq7,seq9906,1.0
seq7,seq241,1.0
seq7,seq19010,1.0
seq7,seq16227,1.0
seq7,seq3787,1.0
seq7,seq17687,1.0
seq7,seq1048,4.0
