naive,seq3615,9.0
seq3615,seq4,1.0
seq4,seq8,1.0
seq4,seq1095,1.0
seq4,seq1871,1.0
seq4,seq383,1.0
seq4,seq377,1.0
seq4,seq617,1.0
seq4,seq5673,1.0
seq4,seq2073,1.0
seq4,seq1158,1.0
seq4,seq8580,1.0
seq4,seq3000,1.0
seq4,seq88,1.0
seq4,seq28981,1.0
seq4,seq3555,1.0
seq4,seq1656,1.0
seq4,seq802,1.0
seq4,seq238,1.0
seq4,seq4398,1.0
seq4,seq642,1.0
seq4,seq8242,1.0
seq4,seq528,1.0
seq4,seq2931,1.0
seq4,seq6865,1.0
seq4,seq7717,1.0
seq4,seq4759,1.0
seq4,seq951,1.0
seq4,seq2347,1.0
seq4,seq4600,1.0
seq4,seq3463,1.0
seq4,seq6551,1.0
seq4,seq360,1.0
seq4,seq10664,1.0
seq4,seq5500,1.0
seq4,seq8465,1.0
seq4,seq17950,1.0
seq4,seq18439,1.0
seq4,seq18883,1.0
seq4,seq5276,1.0
seq4,seq8637,1.0
seq4,seq11117,1.0
seq4,seq17120,1.0
seq4,seq36121,1.0
