naive,None1,0.01
naive,seq54,1.0
naive,seq40,1.0
naive,seq47,1.0
naive,seq50,1.0
naive,seq113,1.0
naive,seq184,1.0
naive,seq186,1.0
naive,seq187,1.0
naive,None2,0.1
naive,seq201,1.0
naive,seq211,1.0
naive,seq217,1.0
naive,seq218,1.0
naive,seq220,1.0
naive,seq226,1.0
naive,seq228,1.0
naive,seq62,2.0
naive,None3,0.2
naive,seq222,3.0
None1,seq6,0.001
None1,seq30,0.001
None1,seq111,0.001
None1,seq103,0.001
None1,seq198,0.001
None1,seq209,0.001
None1,seq221,0.001
seq54,seq106,2.0
seq40,seq10,1.0
seq40,seq20,1.0
seq40,seq39,1.0
seq40,seq80,1.0
seq40,seq156,1.0
seq40,seq7,2.0
seq40,seq18,4.0
seq10,seq167,0.0
seq10,seq22,1.0
seq10,seq165,1.0
seq10,seq169,1.0
seq10,seq170,1.0
seq22,seq89,1.0
seq22,seq90,1.0
seq22,seq176,1.0
seq22,seq177,1.0
seq22,seq178,1.0
seq20,seq41,1.0
seq41,seq160,1.0
seq41,None4,0.2
None4,seq158,1.8
None4,seq159,1.8
seq39,seq78,1.0
seq39,seq152,1.0
seq78,seq151,0.0
seq80,seq155,0.0
seq7,seq31,1.0
seq7,seq69,1.0
seq7,seq130,1.0
seq31,seq125,0.0
seq31,seq32,1.0
seq31,seq123,1.0
seq32,seq126,1.0
seq32,seq127,1.0
seq32,seq128,2.0
seq69,seq134,1.0
seq18,seq77,1.0
seq18,seq144,2.0
seq18,seq17,3.0
seq77,seq148,1.0
seq17,seq139,0.0
seq17,seq71,1.0
seq17,seq142,1.0
seq17,seq70,2.0
seq70,seq135,1.0
seq47,seq183,0.0
seq47,seq93,1.0
seq47,seq192,1.0
seq93,seq180,0.0
seq50,seq100,1.0
None2,seq188,0.9
None2,seq191,0.9
seq211,seq53,1.0
seq53,seq204,1.0
seq62,seq120,0.0
None3,seq213,1.8
None3,seq214,1.8
seq222,seq223,2.0
