naive,None1,0.01
naive,seq80,1.0
naive,seq64,1.0
naive,seq72,1.0
naive,seq93,1.0
naive,None2,0.1
naive,seq137,1.0
naive,seq151,1.0
naive,seq154,1.0
naive,seq160,1.0
naive,seq163,1.0
naive,seq94,2.0
naive,seq122,2.0
naive,seq152,2.0
None1,seq74,0.001
None1,seq84,0.001
None1,seq103,0.001
None1,seq100,0.001
seq80,seq70,0.0
seq80,seq96,1.0
seq80,seq133,1.0
seq96,seq129,1.0
seq64,seq114,0.0
seq64,seq76,1.0
seq64,seq116,1.0
seq76,seq118,0.0
seq76,seq120,1.0
seq72,seq104,1.0
None2,seq101,0.9
None2,seq110,0.9
seq110,seq158,2.0
seq154,seq153,1.0
seq154,seq156,1.0
seq156,seq155,1.0
